"","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","averagePPA.firstDown","averagePPA.secondDown","averagePPA.thirdDown","averagePPA.standardDowns","averagePPA.passingDowns","totalPPA.all","totalPPA.pass","totalPPA.rush","totalPPA.firstDown","totalPPA.secondDown","totalPPA.thirdDown","totalPPA.standardDowns","totalPPA.passingDowns"
"1",2015,551918,"Lee McNeill","QB","Charlotte","Conference USA",220,-0.185,-0.152,-0.549,-0.167,-0.24,-0.002,-0.232,-0.142,-40.624,-30.744,-9.88,-11.554,-17.025,-0.12,-24.31,-16.314
"2",2015,513330,"Max Wittek","QB","Hawai'i","Mountain West",258,-0.059,-0.094,0.611,-0.331,-0.018,0.27,-0.178,0.089,-15.124,-23.064,7.94,-32.815,-1.322,20.24,-25.415,10.291
"3",2015,3125858,"George Bollas","QB","Kent State","Mid-American",203,-0.036,-0.069,0.04,-0.273,-0.002,0.223,-0.091,0.044,-7.271,-9.754,2.483,-20.992,-0.132,13.386,-10.895,3.624
"4",2015,3924327,"Drew Lock","QB","Missouri","SEC",313,-0.001,-0.045,0.449,-0.102,0.081,0.116,0.032,-0.036,-0.329,-12.906,12.577,-11.046,8.264,10.511,5.117,-5.446
"5",2015,3915317,"Billy Bahl","QB","Miami (OH)","Mid-American",258,0.013,0.003,0.14,0.034,-0.033,0.12,0.033,-0.009,3.436,0.775,2.66,3.447,-2.206,10.062,4.476,-1.04
"6",2015,512806,"Chuckie Keeton","QB","Utah State","Mountain West",246,0.033,-0.003,0.197,-0.145,-0.042,0.367,-0.114,0.218,8.126,-0.535,8.661,-13.23,-3.23,26.058,-15.591,23.717
"7",2015,546184,"Johnny McCrary","QB","Vanderbilt","SEC",336,0.036,-0.012,0.296,-0.141,-0.081,0.365,-0.062,0.174,12.105,-3.275,15.38,-17.961,-7.878,37.205,-12.119,24.224
"8",2015,3917958,"Ryan Willis","QB","Kansas","Big 12",365,0.038,0.018,0.287,-0.17,-0.193,0.512,-0.133,0.235,14.032,6.006,8.027,-19.569,-24.687,57.839,-25.906,39.939
"9",2015,3123209,"Shuler Bentley","QB","Old Dominion","Conference USA",312,0.044,0.025,0.254,-0.166,0.074,0.416,-0.012,0.121,13.63,7.273,6.357,-20.36,7.422,31.231,-2.128,15.757
"10",2015,3914500,"DaMarcus Smith","QB","North Texas","Conference USA",299,0.045,-0.061,0.342,-0.207,0.129,0.216,0.002,0.095,13.505,-13.526,27.032,-23.135,12.5,16.869,0.366,13.139
"11",2015,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",338,0.049,0.062,0.014,-0.11,-0.041,0.542,-0.059,0.21,16.519,15.18,1.339,-14.23,-4.548,48.742,-11.885,28.404
"12",2015,534317,"Perry Hills","QB","Maryland","Big Ten",285,0.053,-0.105,0.388,0.006,-0.061,0.219,0.032,0.083,14.964,-20.312,35.276,0.681,-5.229,16.657,5.48,9.484
"13",2015,3124529,"Kilton Anderson","QB","Fresno State","Mountain West",206,0.079,-0.013,0.462,-0.049,-0.129,0.442,0.089,0.066,16.314,-2.153,18.467,-3.877,-8.398,24.78,10.4,5.914
"14",2015,551184,"Justin Holman","QB","UCF","American Athletic",295,0.08,0.024,0.437,-0.064,0.229,0.08,0.023,0.152,23.717,6.232,17.484,-6.167,22.182,7.514,3.85,19.867
"15",2015,551230,"Kurt Palandech","QB","UNLV","Mountain West",234,0.089,-0.032,0.43,-0.205,0.29,0.264,-0.128,0.305,20.72,-5.505,26.225,-14.988,22.6,19.803,-14.938,35.658
"16",2015,3116188,"David Blough","QB","Purdue","Big Ten",357,0.098,0.053,0.391,-0.132,0.053,0.475,0.05,0.159,34.855,16.496,18.359,-15.419,6.223,47.952,9.976,24.879
"17",2015,518271,"Blake Frohnapfel","QB","UMass","FBS Independents",530,0.099,0.081,0.327,-0.026,0.106,0.418,0.007,0.228,52.489,40.072,12.417,-5.348,17.227,58.533,2.161,50.328
"18",2015,550876,"Jaquez Johnson","QB","Florida Atlantic","Conference USA",335,0.107,0.113,0.089,-0.124,0.263,0.327,0.02,0.241,35.725,28.243,7.482,-16.393,25.211,29.749,4.176,31.549
"19",2015,545757,"Tanner Lee","QB","Tulane","American Athletic",298,0.11,0.127,-0.861,-0.427,0.279,0.457,-0.152,0.346,32.869,37.176,-4.307,-39.668,28.473,45.74,-21.377,54.246
"20",2015,534652,"Wes Lunt","QB","Illinois","Big Ten",500,0.115,0.114,0.242,-0.022,0.151,0.286,0.049,0.203,57.523,56.314,1.209,-4.379,22.362,40.845,14.005,43.518
"21",2015,511552,"Derrius Vick","QB","Ohio","Mid-American",339,0.131,0.188,-0.079,-0.197,0.165,0.567,-0.078,0.431,44.439,50.113,-5.674,-24.683,19.259,51.072,-15.501,59.94
"22",2015,511969,"Sam B. Richardson","QB","Iowa State","Big 12",245,0.142,0.136,0.178,0.057,-0.042,0.388,0.115,0.17,34.705,29.187,5.518,4.306,-3.502,29.068,14.61,20.095
"23",2015,3124092,"John Wolford","QB","Wake Forest","ACC",306,0.143,0.114,0.291,-0.243,0.423,0.374,-0.013,0.346,43.795,28.946,14.849,-28.891,41.045,32.169,-2.177,45.972
"24",2015,534770,"Austin Appleby","QB","Purdue","Big Ten",261,0.149,0.136,0.206,-0.242,0.319,0.317,0.057,0.284,38.775,29.29,9.485,-22.982,29.339,19.655,8.941,29.834
"25",2015,3918634,"Cody Clements","QB","South Alabama","Sun Belt",403,0.151,0.155,0.131,0.153,-0.043,0.449,0.067,0.228,60.894,53.18,7.714,17.406,-6.738,58.336,13.018,47.876
"26",2015,548240,"Tyler Jones","QB","Texas State","Sun Belt",469,0.161,0.13,0.256,-0.044,0.081,0.531,0.03,0.349,75.496,46.083,29.413,-7.805,12.242,66.892,8.158,67.338
"27",2015,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",439,0.163,0.206,-0.023,-0.02,0.095,0.366,0.059,0.313,71.53,73.463,-1.933,-3.191,13.516,44.973,15.469,56.062
"28",2015,530944,"Patrick Towles","QB","Kentucky","SEC",402,0.164,0.114,0.513,-0.055,0.01,0.538,0.02,0.361,65.918,40.261,25.657,-8.581,1.165,61.282,4.57,61.348
"29",2015,531104,"Justin Thomas","QB","Georgia Tech","ACC",313,0.165,0.215,0.088,0.064,0.319,0.133,0.098,0.246,51.608,40.792,10.815,7.742,29.387,11.559,16.899,34.709
"30",2015,531430,"Jalen Nixon","QB","Louisiana","Sun Belt",200,0.169,0.023,0.526,-0.056,0.222,0.33,0.135,0.221,33.738,3.224,30.514,-4.506,12.425,17.796,16.293,17.445
"31",2015,3121647,"Treon Harris","QB","Florida","SEC",322,0.172,0.119,0.396,0.013,0.205,0.339,0.141,0.21,55.518,30.997,24.521,1.587,19.275,31.484,24.483,31.035
"32",2015,3128843,"Alex McGough","QB","Florida International","Conference USA",465,0.178,0.163,0.287,0.096,0.059,0.521,0.14,0.245,82.766,66.14,16.626,18.7,7.874,64.601,41.647,41.118
"33",2015,552329,"Christian Hackenberg","QB","Penn State","Big Ten",425,0.181,0.155,0.535,0.138,0.102,0.286,0.09,0.297,76.94,61.422,15.518,22.201,13.213,34.927,21.456,55.484
"34",2015,3915468,"Riley Neal","QB","Ball State","Mid-American",475,0.188,0.162,0.319,0.164,0.058,0.416,0.126,0.28,89.236,64.37,24.865,29.778,8.645,54.905,35.684,53.552
"35",2015,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",391,0.189,0.095,0.558,-0.121,0.013,0.53,0.006,0.401,73.76,29.642,44.117,-13.578,1.593,82.092,1.264,72.496
"36",2015,549956,"Bryant Shirreffs","QB","Connecticut","American Athletic",427,0.199,0.17,0.272,0.088,0.197,0.41,0.138,0.28,84.912,52.248,32.664,13.473,27.018,50.811,33.931,50.981
"37",2015,538156,"Fredi Knighten","QB","Arkansas State","Sun Belt",392,0.202,0.211,0.184,-0.014,0.191,0.546,0.029,0.489,79.356,56.909,22.447,-2.12,24.048,60.562,6.974,72.381
"38",2015,531051,"Travis Wilson","QB","Utah","Pac-12",450,0.206,0.191,0.248,0.156,0.036,0.449,0.2,0.214,92.754,63.71,29.045,25.614,5.534,55.672,53.51,39.245
"39",2015,530541,"Brenden Motley","QB","Virginia Tech","ACC",251,0.21,0.214,0.202,0.096,0.284,0.281,0.169,0.264,52.774,38.233,14.541,9.092,24.182,18.294,24.229,28.545
"40",2015,549759,"P.J. Walker","QB","Temple","American Athletic",512,0.21,0.244,-0.027,-0.006,0.138,0.577,0.02,0.426,107.374,109.113,-1.739,-1.064,23.619,84.227,5.487,101.887
"41",2015,3116460,"Skyler Howard","QB","West Virginia","Big 12",560,0.217,0.209,0.245,0.124,0.143,0.471,0.169,0.303,121.631,90.32,31.311,26.877,26.718,69.285,61.011,60.62
"42",2015,512191,"Jacoby Brissett","QB","NC State","ACC",530,0.218,0.179,0.372,0.059,0.113,0.478,0.208,0.231,115.593,75.787,39.805,11.726,17.95,72.602,63.752,51.84
"43",2015,530478,"Thomas Sirk","QB","Duke","ACC",587,0.218,0.226,0.196,0.071,0.12,0.502,0.096,0.403,128.188,98.768,29.42,15.271,23.996,81.371,33.817,94.37
"44",2015,545796,"Tanner Mangum","QB","BYU","FBS Independents",506,0.223,0.24,0.002,0.008,0.133,0.612,0.126,0.376,112.972,112.899,0.073,1.637,22.805,69.809,38.98,73.992
"45",2015,517248,"Joe Hubener","QB","Kansas State","Big 12",450,0.223,0.163,0.335,0.005,0.117,0.544,0.131,0.354,100.503,47.568,52.935,0.851,17.258,68.524,34.661,65.842
"46",2015,532113,"Matt Davis","QB","SMU","American Athletic",513,0.224,0.14,0.436,-0.033,0.24,0.562,0.109,0.366,115.103,51.393,63.71,-5.879,42.256,82.073,30.933,84.17
"47",2015,3125813,"Hayden Moore","QB","Cincinnati","American Athletic",277,0.226,0.222,0.253,0.061,0.254,0.485,0.21,0.248,62.699,52.575,10.124,6.433,25.176,34.916,32.716,29.983
"48",2015,550357,"Thomas Woodson","QB","Akron","Mid-American",415,0.233,0.258,0.169,0.219,-0.089,0.638,0.184,0.316,96.594,76.823,19.771,38.969,-11.82,63.767,47.978,48.616
"49",2015,531678,"Brooks Haack","QB","Louisiana","Sun Belt",244,0.237,0.204,0.465,0.185,0.339,0.091,0.146,0.354,57.916,43.507,14.409,16.989,28.781,5.632,20.022,37.894
"50",2015,534294,"Cardale Jones","QB","Ohio State","Big Ten",234,0.237,0.304,0.009,0.118,0.125,0.482,0.129,0.379,55.443,54.98,0.463,10.424,9.529,33.265,17.13,38.313
"51",2015,547549,"Chris Laviano","QB","Rutgers","Big Ten",369,0.24,0.243,0.214,0.163,0.304,0.325,0.258,0.215,88.547,79.557,8.991,21.88,34.098,36.408,54.72,33.828
"52",2015,530731,"Mitch Leidner","QB","Minnesota","Big Ten",508,0.242,0.27,0.107,0.036,0.228,0.497,0.174,0.329,123.001,113.543,9.459,6.486,37.831,74.027,49.712,73.289
"53",2015,3931782,"Chase Litton","QB","Marshall","Conference USA",429,0.243,0.259,0.039,0.122,0.244,0.423,0.144,0.392,104.407,103.224,1.183,19.456,35.41,49.03,37.027,67.38
"54",2015,530691,"Cameron Coffman","QB","Wyoming","Mountain West",280,0.244,0.246,0.214,0.21,0.161,0.393,0.258,0.229,68.198,63.704,4.495,20.593,14.486,33.404,36.345,31.853
"55",2015,552782,"Brogan Roback","QB","Eastern Michigan","Mid-American",391,0.246,0.26,0.116,-0.082,0.319,0.507,0.154,0.357,96.171,91.662,4.51,-11.13,43.065,55.758,33.002,63.169
"56",2015,517393,"Mike Bercovici","QB","Arizona State","Pac-12",635,0.249,0.266,0.121,-0.008,0.251,0.536,0.132,0.42,157.889,148.777,9.112,-1.715,52.454,101.918,50.063,107.825
"57",2015,3916447,"Eric Dungey","QB","Syracuse","ACC",263,0.25,0.265,0.213,0.432,-0.087,0.44,0.205,0.318,65.675,49.268,16.406,39.765,-8.086,32.97,32.638,33.037
"58",2015,517427,"Maxwell Smith","QB","San Diego State","Mountain West",229,0.255,0.292,-0.211,0.114,0.179,0.465,0.162,0.335,58.412,62.005,-3.593,6.607,15.375,38.594,17.195,41.217
"59",2015,532480,"Drew Hare","QB","Northern Illinois","Mid-American",354,0.255,0.31,0.085,0.069,0.229,0.588,0.166,0.402,90.172,82.776,7.396,8.701,28.154,55.86,36.762,53.41
"60",2015,513614,"Joe Licata","QB","Buffalo","Mid-American",436,0.257,0.252,0.392,0.161,0.274,0.398,0.18,0.37,111.905,106.42,5.485,28.481,34.737,47.013,46.708,65.197
"61",2015,514230,"Joel Stave","QB","Wisconsin","Big Ten",397,0.258,0.26,0.201,0.135,0.346,0.282,0.171,0.369,102.259,99.446,2.813,19.281,45.355,33.547,38.064,64.195
"62",2015,535113,"David Washington","QB","Old Dominion","Conference USA",215,0.264,0.259,0.297,0.13,0.236,0.57,0.152,0.415,56.821,47.619,9.202,11.27,17.915,27.927,18.675,38.146
"63",2015,535548,"Matt Johns","QB","Virginia","ACC",460,0.264,0.27,0.206,-0.046,0.226,0.623,0.114,0.445,121.283,112.414,8.868,-7.373,32.733,89.04,28.823,92.46
"64",2015,3125353,"Kent Myers","QB","Utah State","Mountain West",281,0.266,0.295,0.18,0.162,0.147,0.601,0.185,0.366,74.617,61.66,12.957,19.62,11.9,42.672,28.857,45.76
"65",2015,514894,"Driphus Jackson","QB","Rice","Conference USA",388,0.269,0.27,0.263,-0.027,0.23,0.674,0.157,0.382,104.349,86.452,17.898,-3.213,35.657,74.853,30.586,73.763
"66",2015,550629,"Luke Falk","QB","Washington State","Pac-12",720,0.271,0.29,0,0.018,0.317,0.558,0.164,0.473,195.183,195.163,0.02,5.223,78.815,82.068,76.908,118.275
"67",2015,514481,"Michael Brewer","QB","Virginia Tech","ACC",251,0.273,0.286,0.132,0.104,0.244,0.368,0.177,0.407,68.495,65.592,2.903,9.36,17.346,32.029,25.785,42.71
"68",2015,559681,"Kyle Allen","QB","Texas A&M","SEC",345,0.274,0.274,0.275,0.233,0.168,0.429,0.261,0.296,94.483,82.096,12.387,33.784,16.759,41.221,57.453,37.03
"69",2015,3139591,"Quinton Flowers","QB","South Florida","American Athletic",463,0.276,0.27,0.285,0.209,0.197,0.401,0.14,0.487,127.705,78.709,48.996,38.076,27.322,52.186,39.516,88.19
"70",2015,3126168,"Blake Kemp","QB","East Carolina","American Athletic",411,0.276,0.285,0.144,0.121,0.237,0.666,0.202,0.402,113.5,109.617,3.883,21.093,32.77,61.3,52.327,61.173
"71",2015,532065,"Nathan Peterman","QB","Pittsburgh","ACC",396,0.277,0.285,0.235,0.024,0.376,0.468,0.148,0.466,109.678,94.873,14.806,3.623,45.824,53.773,34.683,74.996
"72",2015,3125318,"Blake Decker","QB","UNLV","Mountain West",254,0.279,0.325,0.029,0.247,0.309,0.327,0.204,0.399,70.882,69.769,1.113,27.622,23.211,20.262,31.752,39.13
"73",2015,551028,"Lamar Jordan","QB","New Mexico","Mountain West",263,0.284,0.306,0.264,-0.018,0.092,0.809,0.117,0.465,74.651,38.508,36.143,-1.722,8.125,63.936,16.049,58.602
"74",2015,548144,"Perry Orth","QB","South Carolina","SEC",313,0.286,0.283,0.309,0.012,0.303,0.481,0.159,0.427,89.525,77.793,11.732,1.284,31.545,42.306,26.273,63.252
"75",2015,3916387,"Lamar Jackson","QB","Louisville","ACC",408,0.286,0.147,0.557,0.135,0.312,0.565,0.178,0.465,116.49,39.662,76.828,23.71,39.626,55.374,45.346,71.143
"76",2015,536228,"Tyler Stewart","QB","Nevada","Mountain West",423,0.289,0.258,0.425,0.039,0.299,0.553,0.126,0.482,122.334,89.169,33.165,5.779,42.15,68.544,28.752,93.581
"77",2015,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",494,0.297,0.241,0.56,0.067,0.33,0.498,0.158,0.47,146.774,98.09,48.684,10.579,62.069,71.242,43.38,103.394
"78",2015,545624,"J.T. Barrett","QB","Ohio State","Big Ten",257,0.297,0.129,0.532,0.296,0.27,0.354,0.205,0.523,76.233,19.319,56.914,32.281,23.262,20.514,37.509,38.724
"79",2015,550278,"Sefo Liufau","QB","Colorado","Pac-12",391,0.301,0.3,0.305,0.127,0.268,0.562,0.272,0.343,117.665,95.674,21.992,17.276,35.974,61.24,63.489,54.176
"80",2015,3886812,"Jake Browning","QB","Washington","Pac-12",428,0.306,0.287,0.516,0.16,0.355,0.552,0.115,0.574,130.942,112.888,18.054,26.185,50.002,64.035,28.683,102.259
"81",2015,547343,"Karson Roberts","QB","Air Force","Mountain West",311,0.307,0.45,0.172,0.213,0.281,0.487,0.238,0.439,95.554,68,27.554,26.237,30.071,36.521,48.566,46.989
"82",2015,546540,"Joshua Dobbs","QB","Tennessee","SEC",487,0.307,0.241,0.501,-0.066,0.285,0.606,0.157,0.485,149.394,87.776,61.618,-10.158,48.704,94.613,41.723,107.671
"83",2015,546267,"Nick Stevens","QB","Colorado State","Mountain West",391,0.313,0.303,0.421,0.238,0.137,0.595,0.256,0.403,122.371,108.483,13.888,36.232,14.939,72.01,61.545,60.827
"84",2015,546145,"Brandon Silvers","QB","Troy","Sun Belt",369,0.314,0.338,0.038,0.126,0.376,0.605,0.252,0.407,115.692,114.544,1.148,19.857,42.083,56.901,55.908,59.784
"85",2015,514124,"Jake Coker","QB","Alabama","SEC",466,0.315,0.328,0.206,0.26,0.328,0.403,0.302,0.333,146.755,136.451,10.304,48.684,46.512,51.189,83.151,63.604
"86",2015,559751,"Brandon Harris","QB","LSU","SEC",341,0.327,0.333,0.291,0.067,0.185,0.764,0.165,0.501,111.404,96.571,14.834,9.057,16.49,84.816,29.165,82.24
"87",2015,3886377,"Josh Rosen","QB","UCLA","Pac-12",520,0.328,0.327,0.348,0.07,0.323,0.695,0.154,0.57,170.333,161.977,8.355,14.423,55.578,95.227,46.627,123.706
"88",2015,530521,"Greyson Lambert","QB","Georgia","SEC",283,0.338,0.371,-0.149,0.329,0.419,0.294,0.362,0.307,95.667,98.347,-2.68,33.265,38.581,25.891,58.268,37.399
"89",2015,3722362,"Brett Rypien","QB","Boise State","Mountain West",467,0.341,0.334,0.472,0.23,0.253,0.509,0.277,0.435,159.07,148.21,10.86,39.973,41.182,59.51,76.923,82.147
"90",2015,531455,"Cooper Rush","QB","Central Michigan","Mid-American",508,0.341,0.333,0.455,0.092,0.27,0.71,0.24,0.463,173.161,159.043,14.118,17.523,44.26,102.169,66.757,106.404
"91",2015,550019,"Jeremy Johnson","QB","Auburn","SEC",200,0.349,0.289,0.616,0.262,0.298,0.387,0.308,0.391,69.873,47.077,22.796,15.996,22.361,22.847,30.787,39.086
"92",2015,552097,"Anu Solomon","QB","Arizona","Pac-12",393,0.35,0.335,0.456,0.19,0.367,0.606,0.18,0.635,137.588,115.232,22.356,29.306,51.705,53.973,44.216,93.372
"93",2015,532273,"Dane Evans","QB","Tulsa","American Athletic",577,0.351,0.361,0.255,0.232,0.122,0.827,0.245,0.484,202.296,187.479,14.817,50.938,22.382,134.791,79.001,123.295
"94",2015,512030,"Dak Prescott","QB","Mississippi State","SEC",631,0.36,0.339,0.446,0.18,0.36,0.701,0.279,0.52,227.155,170.974,56.181,49.033,70.532,103.034,116.994,110.161
"95",2015,3139477,"Patrick Mahomes","QB","Texas Tech","Big 12",700,0.361,0.314,0.621,-0.021,0.432,0.942,0.157,0.681,252.539,186.059,66.48,-6.05,104.568,149.846,67.336,185.203
"96",2015,3123048,"Brad Kaaya","QB","Miami","ACC",420,0.363,0.368,0.256,0.18,0.441,0.45,0.327,0.419,152.604,148.503,4.101,29.183,55.173,53.549,82.672,69.931
"97",2015,512705,"Connor Cook","QB","Michigan State","Big Ten",458,0.365,0.362,0.41,-0.05,0.409,0.75,0.146,0.568,167.325,152.985,14.34,-7.062,67.513,105.718,32.23,135.095
"98",2015,513329,"Cody Kessler","QB","USC","Pac-12",504,0.369,0.334,1.158,0.225,0.363,0.568,0.297,0.473,186.227,160.749,25.478,44.246,57.753,76.636,87.801,98.426
"99",2015,515906,"Phillip Ely","QB","Toledo","Mid-American",391,0.37,0.392,-0.032,0.089,0.29,0.841,0.128,0.641,144.827,145.465,-0.638,11.339,37.929,105.148,26.313,118.514
"100",2015,518380,"Jake Rudock","QB","Michigan","Big Ten",447,0.373,0.346,0.642,0.153,0.333,0.641,0.211,0.605,166.668,140.347,26.321,23.542,50.273,86.517,55.38,111.289
"101",2015,511889,"Jeff Driskel","QB","Louisiana Tech","Conference USA",532,0.375,0.382,0.332,0.146,0.499,0.636,0.255,0.581,199.456,174.923,24.533,35.41,77.311,79.542,85.599,113.856
"102",2015,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",465,0.376,0.371,0.389,0.116,0.444,0.653,0.244,0.608,174.72,130.357,44.363,22.013,64.793,80.379,72.54,102.18
"103",2015,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",488,0.377,0.419,-0.136,0.031,0.384,0.817,0.085,0.733,184.109,189.132,-5.022,5.9,64.547,100.531,22.882,161.228
"104",2015,3914864,"Kenny Potter","QB","San José State","Mountain West",382,0.38,0.335,0.534,0.052,0.251,0.735,0.191,0.6,144.99,99.046,45.943,6.779,32.625,82.334,39.378,105.612
"105",2015,516347,"Marquise Williams","QB","North Carolina","ACC",507,0.383,0.335,0.513,0.244,0.435,0.574,0.321,0.508,194.217,124.391,69.826,56.575,71.724,60.796,108.829,85.388
"106",2015,515409,"Everett Golson","QB","Florida State","ACC",264,0.385,0.451,-0.147,0.095,0.4,0.817,0.199,0.587,101.751,106.002,-4.25,8.983,39.214,57.183,27.202,74.549
"107",2015,530568,"Keenan Reynolds","QB","Navy","American Athletic",380,0.387,0.444,0.358,0.31,0.21,0.651,0.409,0.337,147.179,57.265,89.914,49.049,26.618,54.062,108.385,38.794
"108",2015,535844,"C.J. Beathard","QB","Iowa","Big Ten",455,0.389,0.34,0.655,0.268,0.351,0.589,0.252,0.543,176.98,130.497,46.483,40.95,51.275,85.414,60.676,116.304
"109",2015,534259,"Gunner Kiel","QB","Cincinnati","American Athletic",345,0.397,0.41,0.217,0.121,0.305,0.908,0.227,0.697,136.926,131.943,4.983,18.139,31.405,79.926,49.857,87.069
"110",2015,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",540,0.398,0.404,0.329,0.174,0.402,0.627,0.236,0.615,214.838,200.712,14.127,33.659,77.19,90.305,72.847,141.992
"111",2015,534849,"Paxton Lynch","QB","Memphis","American Athletic",529,0.404,0.4,0.427,0.226,0.366,0.701,0.339,0.507,213.471,183.127,30.344,48.138,58.497,102.368,110.648,102.823
"112",2015,532645,"Zach Terrell","QB","Western Michigan","Mid-American",435,0.412,0.4,0.512,0.214,0.483,0.75,0.257,0.632,179.132,156.595,22.536,36.556,71.464,81.053,65.448,113.684
"113",2015,552880,"Nick Mullens","QB","Southern Mississippi","Conference USA",562,0.419,0.431,0.137,0.259,0.203,0.97,0.262,0.654,235.672,232.662,3.01,50.76,40.126,148.346,87.892,147.78
"114",2015,550373,"Baker Mayfield","QB","Oklahoma","Big 12",531,0.42,0.434,0.362,0.416,0.315,0.628,0.409,0.439,222.978,185.722,37.256,87.302,60.727,74.763,140.408,82.571
"115",2015,547401,"Jared Goff","QB","California","Pac-12",583,0.426,0.422,0.485,0.288,0.402,0.715,0.275,0.694,248.258,232.244,16.014,69.296,79.18,92.891,102.466,145.792
"116",2015,3122840,"Deshaun Watson","QB","Clemson","ACC",692,0.431,0.429,0.435,0.227,0.434,0.745,0.396,0.501,298.153,214.123,84.03,62.988,108.4,120.636,183.311,114.843
"117",2015,3124848,"Nick Arbuckle","QB","Georgia State","Sun Belt",539,0.435,0.442,0.324,0.245,0.357,0.858,0.289,0.649,234.476,224.427,10.049,52.459,62.823,122.665,92.401,142.075
"118",2015,545552,"Greg Ward Jr.","QB","Houston","American Athletic",538,0.438,0.376,0.57,0.086,0.32,1.033,0.338,0.596,235.516,138.008,97.508,17.442,55.664,158.062,111.596,123.92
"119",2015,535825,"Nate Sudfeld","QB","Indiana","Big Ten",444,0.441,0.439,0.462,0.406,0.507,0.489,0.359,0.575,195.648,178.084,17.564,68.603,72.5,57.666,98.971,96.677
"120",2015,517127,"Trevone Boykin","QB","TCU","Big 12",515,0.459,0.49,0.344,0.338,0.473,0.684,0.366,0.631,236.28,198.147,38.134,70.245,84.621,82.712,122.671,113.609
"121",2015,511713,"Vernon Adams Jr.","QB","Oregon","Pac-12",337,0.474,0.532,0.189,0.272,0.446,0.895,0.282,0.769,159.854,149.076,10.779,36.438,53.086,67.14,57.576,102.278
"122",2015,534580,"Chad Kelly","QB","Ole Miss","SEC",557,0.477,0.427,0.753,0.311,0.606,0.634,0.427,0.565,265.783,200.984,64.799,75.282,113.889,76.694,151.74,114.043
"123",2015,516357,"Kevin Hogan","QB","Stanford","Pac-12",386,0.481,0.481,0.483,0.469,0.299,0.75,0.462,0.508,185.652,154.723,30.929,59.098,43.652,80.952,103.426,82.226
"124",2015,548447,"Taylor Lamb","QB","Appalachian State","Sun Belt",358,0.489,0.481,0.521,0.325,0.348,0.77,0.395,0.634,175.105,136.544,38.561,38.986,37.582,93.196,85.724,89.381
"125",2015,504866,"Brandon Doughty","QB","Western Kentucky","Conference USA",541,0.499,0.524,-0.392,0.393,0.421,0.817,0.45,0.581,269.921,275.806,-5.885,88.324,73.337,106.163,153.14,116.781
"126",2015,515915,"Brandon Allen","QB","Arkansas","SEC",425,0.534,0.547,0.414,0.417,0.503,0.802,0.434,0.664,226.768,208.557,18.21,57.131,80.951,93.007,104.594,122.174
"127",2015,535511,"Seth Russell","QB","Baylor","Big 12",249,0.674,0.643,0.808,0.543,0.619,0.956,0.598,0.876,167.832,129.878,37.954,70.084,42.69,43.025,108.271,59.561
"128",2016,3126243,"Glen Cuiellette","QB","Tulane","American Athletic",353,-0.117,-0.101,-0.155,-0.245,-0.006,-0.033,-0.227,0.022,-41.189,-25.383,-15.807,-29.452,-0.676,-3.424,-44.662,3.472
"129",2016,3127375,"Giovanni Rescigno","QB","Rutgers","Big Ten",220,0.018,-0.034,0.226,-0.069,-0.079,0.249,0.033,-0.003,3.949,-5.982,9.931,-5.129,-5.851,16.168,4.221,-0.271
"130",2016,3914395,"James Morgan","QB","Bowling Green","Mid-American",329,0.02,-0.012,0.358,-0.148,0.091,0.079,-0.064,0.146,6.455,-3.572,10.028,-18.084,9.97,6.106,-12.612,19.067
"131",2016,545417,"Montell Cozart","QB","Kansas","Big 12",218,0.031,0.005,0.237,-0.154,0.06,0.329,-0.134,0.303,6.653,0.966,5.687,-12.606,3.841,22.063,-18.222,24.875
"132",2016,548240,"Tyler Jones","QB","Texas State","Sun Belt",454,0.05,0.051,0.046,-0.053,0.122,0.163,-0.006,0.124,22.832,19.12,3.713,-8.625,19.602,19.284,-1.536,24.368
"133",2016,3931782,"Chase Litton","QB","Marshall","Conference USA",344,0.09,0.086,0.287,-0.036,0.02,0.218,0.056,0.135,31.054,29.042,2.012,-4.902,2.204,19.411,10.886,20.168
"134",2016,3916564,"Tyree Jackson","QB","Buffalo","Mid-American",407,0.098,0.069,0.2,0.055,-0.103,0.408,0.017,0.198,39.756,21.955,17.801,8.139,-13.421,47.787,3.888,35.868
"135",2016,4039073,"Mason Fine","QB","North Texas","Conference USA",349,0.098,0.061,0.277,-0.026,0.018,0.447,0.064,0.144,34.072,17.725,16.347,-3.584,1.982,41.112,12.967,21.105
"136",2016,545645,"Kurt Benkert","QB","Virginia","ACC",463,0.099,0.089,0.247,-0.071,0.023,0.395,0.09,0.112,45.632,38.471,7.16,-13.597,3.411,45.807,24.886,20.746
"137",2016,4042113,"McKenzie Milton","QB","UCF","American Athletic",384,0.106,0.064,0.292,-0.012,0.036,0.443,0.032,0.195,40.515,20.062,20.453,-1.678,4.515,46.099,6.709,33.805
